shapeName,shapeISO,shapeID,shapeGroup,shapeType,CNTRY_NAME,ADMIN_NAME,CNTRY_CODE,IPUM2015,MUNI2015,PARENT
Asientos,None,MEX-ADM2-1590546715-B1,MEX,ADM2,Mexico,Asientos,484,001002,1002,001
San Francisco de los Romo,None,MEX-ADM2-1590546715-B2,MEX,ADM2,Mexico,San Francisco de los Romo,484,001011,1011,001
Rinc�n de Romos,None,MEX-ADM2-1590546715-B3,MEX,ADM2,Mexico,Rincón de Romos,484,001007,1007,001
San Jos� de Gracia,None,MEX-ADM2-1590546715-B4,MEX,ADM2,Mexico,San José de Gracia,484,001008,1008,001
Jes�s Mar�a,None,MEX-ADM2-1590546715-B5,MEX,ADM2,Mexico,Jesús María,484,001005,1005,001
Tepezal�,None,MEX-ADM2-1590546715-B6,MEX,ADM2,Mexico,Tepezalá,484,001009,1009,001
Aguascalientes,None,MEX-ADM2-1590546715-B7,MEX,ADM2,Mexico,Aguascalientes,484,001001,1001,001
Pabell�n de Arteaga,None,MEX-ADM2-1590546715-B8,MEX,ADM2,Mexico,Pabellón de Arteaga,484,001006,1006,001
El Llano,None,MEX-ADM2-1590546715-B9,MEX,ADM2,Mexico,El Llano,484,001010,1010,001
Calvillo,None,MEX-ADM2-1590546715-B10,MEX,ADM2,Mexico,Calvillo,484,001003,1003,001
Cos�o,None,MEX-ADM2-1590546715-B11,MEX,ADM2,Mexico,Cosío,484,001004,1004,001
Playas de Rosarito,None,MEX-ADM2-1590546715-B12,MEX,ADM2,Mexico,Playas de Rosarito,484,002005,2005,002
Tecate,None,MEX-ADM2-1590546715-B13,MEX,ADM2,Mexico,Tecate,484,002003,2003,002
Tijuana,None,MEX-ADM2-1590546715-B14,MEX,ADM2,Mexico,Tijuana,484,002004,2004,002
Mexicali,None,MEX-ADM2-1590546715-B15,MEX,ADM2,Mexico,Mexicali,484,002002,2002,002
Ensenada,None,MEX-ADM2-1590546715-B16,MEX,ADM2,Mexico,Ensenada,484,002001,2001,002
Los Cabos,None,MEX-ADM2-1590546715-B17,MEX,ADM2,Mexico,Los Cabos,484,003008,3008,003
Loreto,None,MEX-ADM2-1590546715-B18,MEX,ADM2,Mexico,Loreto,484,003009,3009,003
La Paz,None,MEX-ADM2-1590546715-B19,MEX,ADM2,Mexico,La Paz,484,003003,3003,003
Comond�,None,MEX-ADM2-1590546715-B20,MEX,ADM2,Mexico,Comondú,484,003001,3001,003
Muleg�,None,MEX-ADM2-1590546715-B21,MEX,ADM2,Mexico,Mulegé,484,003002,3002,003
Palizada,None,MEX-ADM2-1590546715-B22,MEX,ADM2,Mexico,Palizada,484,004007,4007,004
Campeche,None,MEX-ADM2-1590546715-B23,MEX,ADM2,Mexico,Campeche,484,004002,4002,004
Calakmul,None,MEX-ADM2-1590546715-B24,MEX,ADM2,Mexico,Calakmul,484,004010,4010,004
Champot�n,None,MEX-ADM2-1590546715-B26,MEX,ADM2,Mexico,Champotón,484,004004,4004,004
Candelaria,None,MEX-ADM2-1590546715-B27,MEX,ADM2,Mexico,Candelaria,484,004011,4011,004
Calkin�,None,MEX-ADM2-1590546715-B28,MEX,ADM2,Mexico,Calkiní,484,004001,4001,004
Tenabo,None,MEX-ADM2-1590546715-B29,MEX,ADM2,Mexico,Tenabo,484,004008,4008,004
Esc�rcega,None,MEX-ADM2-1590546715-B30,MEX,ADM2,Mexico,Escárcega,484,004009,4009,004
Hopelch�n,None,MEX-ADM2-1590546715-B31,MEX,ADM2,Mexico,Hopelchén,484,004006,4006,004
Hecelchak�n,None,MEX-ADM2-1590546715-B32,MEX,ADM2,Mexico,Hecelchakán,484,004005,4005,004
Torre�n,None,MEX-ADM2-1590546715-B33,MEX,ADM2,Mexico,Torreón,484,005035,5035,005
Nava,None,MEX-ADM2-1590546715-B34,MEX,ADM2,Mexico,Nava,484,005022,5022,005
M�zquiz,None,MEX-ADM2-1590546715-B35,MEX,ADM2,Mexico,Múzquiz,484,005020,5020,005
Frontera,None,MEX-ADM2-1590546715-B36,MEX,ADM2,Mexico,Frontera,484,005010,5010,005
Progreso,None,MEX-ADM2-1590546715-B37,MEX,ADM2,Mexico,Progreso,484,005026,5026,005
Francisco I. Madero,None,MEX-ADM2-1590546715-B38,MEX,ADM2,Mexico,Francisco I. Madero,484,005009,5009,005
San Pedro,None,MEX-ADM2-1590546715-B39,MEX,ADM2,Mexico,San Pedro,484,005033,5033,005
Guerrero,None,MEX-ADM2-1590546715-B40,MEX,ADM2,Mexico,Guerrero,484,005012,5012,005
Matamoros,None,MEX-ADM2-1590546715-B41,MEX,ADM2,Mexico,Matamoros,484,005017,5017,005
Abasolo,None,MEX-ADM2-1590546715-B42,MEX,ADM2,Mexico,Abasolo,484,005001,5001,005
Zaragoza,None,MEX-ADM2-1590546715-B43,MEX,ADM2,Mexico,Zaragoza,484,005038,5038,005
Lamadrid,None,MEX-ADM2-1590546715-B44,MEX,ADM2,Mexico,Lamadrid,484,005016,5016,005
San Buenaventura,None,MEX-ADM2-1590546715-B45,MEX,ADM2,Mexico,San Buenaventura,484,005031,5031,005
Sacramento,None,MEX-ADM2-1590546715-B46,MEX,ADM2,Mexico,Sacramento,484,005029,5029,005
Hidalgo,None,MEX-ADM2-1590546715-B47,MEX,ADM2,Mexico,Hidalgo,484,005013,5013,005
Viesca,None,MEX-ADM2-1590546715-B48,MEX,ADM2,Mexico,Viesca,484,005036,5036,005
Nadadores,None,MEX-ADM2-1590546715-B49,MEX,ADM2,Mexico,Nadadores,484,005021,5021,005
Piedras Negras,None,MEX-ADM2-1590546715-B50,MEX,ADM2,Mexico,Piedras Negras,484,005025,5025,005
General Cepeda,None,MEX-ADM2-1590546715-B51,MEX,ADM2,Mexico,General Cepeda,484,005011,5011,005
Escobedo,None,MEX-ADM2-1590546715-B52,MEX,ADM2,Mexico,Escobedo,484,005008,5008,005
Parras,None,MEX-ADM2-1590546715-B53,MEX,ADM2,Mexico,Parras,484,005024,5024,005
Casta�os,None,MEX-ADM2-1590546715-B54,MEX,ADM2,Mexico,Castaños,484,005006,5006,005
Ocampo,None,MEX-ADM2-1590546715-B55,MEX,ADM2,Mexico,Ocampo,484,005023,5023,005
Morelos,None,MEX-ADM2-1590546715-B56,MEX,ADM2,Mexico,Morelos,484,005019,5019,005
Sabinas,None,MEX-ADM2-1590546715-B57,MEX,ADM2,Mexico,Sabinas,484,005028,5028,005
Acu�a,None,MEX-ADM2-1590546715-B58,MEX,ADM2,Mexico,Acuña,484,005002,5002,005
Allende,None,MEX-ADM2-1590546715-B59,MEX,ADM2,Mexico,Allende,484,005003,5003,005
Candela,None,MEX-ADM2-1590546715-B60,MEX,ADM2,Mexico,Candela,484,005005,5005,005
Arteaga,None,MEX-ADM2-1590546715-B61,MEX,ADM2,Mexico,Arteaga,484,005004,5004,005
Ju�rez,None,MEX-ADM2-1590546715-B62,MEX,ADM2,Mexico,Juárez,484,005015,5015,005
Villa Uni�n,None,MEX-ADM2-1590546715-B63,MEX,ADM2,Mexico,Villa Unión,484,005037,5037,005
San Juan de Sabinas,None,MEX-ADM2-1590546715-B64,MEX,ADM2,Mexico,San Juan de Sabinas,484,005032,5032,005
Monclova,None,MEX-ADM2-1590546715-B65,MEX,ADM2,Mexico,Monclova,484,005018,5018,005
Sierra Mojada,None,MEX-ADM2-1590546715-B66,MEX,ADM2,Mexico,Sierra Mojada,484,005034,5034,005
Cuatro Ci�negas,None,MEX-ADM2-1590546715-B67,MEX,ADM2,Mexico,Cuatro Ciénegas,484,005007,5007,005
Jim�nez,None,MEX-ADM2-1590546715-B68,MEX,ADM2,Mexico,Jiménez,484,005014,5014,005
Ramos Arizpe,None,MEX-ADM2-1590546715-B69,MEX,ADM2,Mexico,Ramos Arizpe,484,005027,5027,005
Saltillo,None,MEX-ADM2-1590546715-B70,MEX,ADM2,Mexico,Saltillo,484,005030,5030,005
Villa de �lvarez,None,MEX-ADM2-1590546715-B71,MEX,ADM2,Mexico,Villa de Álvarez,484,006010,6010,006
Cuauht�moc,None,MEX-ADM2-1590546715-B72,MEX,ADM2,Mexico,Cuauhtémoc,484,006005,6005,006
Colima,None,MEX-ADM2-1590546715-B73,MEX,ADM2,Mexico,Colima,484,006002,6002,006
Comala,None,MEX-ADM2-1590546715-B74,MEX,ADM2,Mexico,Comala,484,006003,6003,006
Armer�a,None,MEX-ADM2-1590546715-B75,MEX,ADM2,Mexico,Armería,484,006001,6001,006
Ixtlahuac�n,None,MEX-ADM2-1590546715-B76,MEX,ADM2,Mexico,Ixtlahuacán,484,006006,6006,006
Coquimatl�n,None,MEX-ADM2-1590546715-B77,MEX,ADM2,Mexico,Coquimatlán,484,006004,6004,006
Minatitl�n,None,MEX-ADM2-1590546715-B78,MEX,ADM2,Mexico,Minatitlán,484,006008,6008,006
Manzanillo,None,MEX-ADM2-1590546715-B79,MEX,ADM2,Mexico,Manzanillo,484,006007,6007,006
Chamula,None,MEX-ADM2-1590546715-B81,MEX,ADM2,Mexico,Chamula,484,007023,7023,007
Suchiate,None,MEX-ADM2-1590546715-B82,MEX,ADM2,Mexico,Suchiate,484,007087,7087,007
Chil�n,None,MEX-ADM2-1590546715-B83,MEX,ADM2,Mexico,Chilón,484,007031,7031,007
Tonal�,None,MEX-ADM2-1590546715-B84,MEX,ADM2,Mexico,Tonalá,484,007097,7097,007
Altamirano,None,MEX-ADM2-1590546715-B85,MEX,ADM2,Mexico,Altamirano,484,007004,7004,007
Tapalapa,None,MEX-ADM2-1590546715-B86,MEX,ADM2,Mexico,Tapalapa,484,007090,7090,007
La Libertad,None,MEX-ADM2-1590546715-B87,MEX,ADM2,Mexico,La Libertad,484,007050,7050,007
La Trinitaria,None,MEX-ADM2-1590546715-B88,MEX,ADM2,Mexico,La Trinitaria,484,007099,7099,007
Tila,None,MEX-ADM2-1590546715-B89,MEX,ADM2,Mexico,Tila,484,007096,7096,007
Villaflores,None,MEX-ADM2-1590546715-B90,MEX,ADM2,Mexico,Villaflores,484,007108,7108,007
Nicol�s Ru�z,None,MEX-ADM2-1590546715-B91,MEX,ADM2,Mexico,Nicolás Ruíz,484,007058,7058,007
Chicoas�n,None,MEX-ADM2-1590546715-B92,MEX,ADM2,Mexico,Chicoasén,484,007029,7029,007
Cintalapa,None,MEX-ADM2-1590546715-B93,MEX,ADM2,Mexico,Cintalapa,484,007017,7017,007
Jiquipilas,None,MEX-ADM2-1590546715-B94,MEX,ADM2,Mexico,Jiquipilas,484,007046,7046,007
Amatenango del Valle,None,MEX-ADM2-1590546715-B95,MEX,ADM2,Mexico,Amatenango del Valle,484,007007,7007,007
Tenejapa,None,MEX-ADM2-1590546715-B96,MEX,ADM2,Mexico,Tenejapa,484,007093,7093,007
Ocotepec,None,MEX-ADM2-1590546715-B97,MEX,ADM2,Mexico,Ocotepec,484,007060,7060,007
Mapastepec,None,MEX-ADM2-1590546715-B98,MEX,ADM2,Mexico,Mapastepec,484,007051,7051,007
Chalchihuit�n,None,MEX-ADM2-1590546715-B99,MEX,ADM2,Mexico,Chalchihuitán,484,007022,7022,007
Palenque,None,MEX-ADM2-1590546715-B100,MEX,ADM2,Mexico,Palenque,484,007065,7065,007
Bejucal de Ocampo,None,MEX-ADM2-1590546715-B101,MEX,ADM2,Mexico,Bejucal de Ocampo,484,007010,7010,007
Teopisca,None,MEX-ADM2-1590546715-B102,MEX,ADM2,Mexico,Teopisca,484,007094,7094,007
Ray�n,None,MEX-ADM2-1590546715-B103,MEX,ADM2,Mexico,Rayón,484,007073,7073,007
San Andr�s Duraznal,None,MEX-ADM2-1590546715-B104,MEX,ADM2,Mexico,San Andrés Duraznal,484,007118,7118,007
Mazapa de Madero,None,MEX-ADM2-1590546715-B105,MEX,ADM2,Mexico,Mazapa de Madero,484,007053,7053,007
Berrioz�bal,None,MEX-ADM2-1590546715-B106,MEX,ADM2,Mexico,Berriozábal,484,007012,7012,007
Chiapilla,None,MEX-ADM2-1590546715-B107,MEX,ADM2,Mexico,Chiapilla,484,007028,7028,007
Ixtapangajoya,None,MEX-ADM2-1590546715-B108,MEX,ADM2,Mexico,Ixtapangajoya,484,007045,7045,007
Pijijiapan,None,MEX-ADM2-1590546715-B109,MEX,ADM2,Mexico,Pijijiapan,484,007069,7069,007
La Independencia,None,MEX-ADM2-1590546715-B110,MEX,ADM2,Mexico,La Independencia,484,007041,7041,007
Zinacant�n,None,MEX-ADM2-1590546715-B111,MEX,ADM2,Mexico,Zinacantán,484,007111,7111,007
Totolapa,None,MEX-ADM2-1590546715-B112,MEX,ADM2,Mexico,Totolapa,484,007098,7098,007
Bella Vista,None,MEX-ADM2-1590546715-B113,MEX,ADM2,Mexico,Bella Vista,484,007011,7011,007
Angel Albino Corzo,None,MEX-ADM2-1590546715-B114,MEX,ADM2,Mexico,Angel Albino Corzo,484,007008,7008,007
Copainal�,None,MEX-ADM2-1590546715-B115,MEX,ADM2,Mexico,Copainalá,484,007021,7021,007
Maravilla Tenejapa,None,MEX-ADM2-1590546715-B116,MEX,ADM2,Mexico,Maravilla Tenejapa,484,007115,7115,007
El Porvenir,None,MEX-ADM2-1590546715-B117,MEX,ADM2,Mexico,El Porvenir,484,007070,7070,007
Mazat�n,None,MEX-ADM2-1590546715-B118,MEX,ADM2,Mexico,Mazatán,484,007054,7054,007
Jitotol,None,MEX-ADM2-1590546715-B119,MEX,ADM2,Mexico,Jitotol,484,007047,7047,007
Marqu�s de Comillas,None,MEX-ADM2-1590546715-B120,MEX,ADM2,Mexico,Marqués de Comillas,484,007116,7116,007
Ostuac�n,None,MEX-ADM2-1590546715-B121,MEX,ADM2,Mexico,Ostuacán,484,007062,7062,007
Tuxtla Chico,None,MEX-ADM2-1590546715-B122,MEX,ADM2,Mexico,Tuxtla Chico,484,007102,7102,007
Ixhuat�n,None,MEX-ADM2-1590546715-B123,MEX,ADM2,Mexico,Ixhuatán,484,007042,7042,007
Ocosingo,None,MEX-ADM2-1590546715-B124,MEX,ADM2,Mexico,Ocosingo,484,007059,7059,007
Montecristo de Guerrero,None,MEX-ADM2-1590546715-B125,MEX,ADM2,Mexico,Montecristo de Guerrero,484,007117,7117,007
Huitiup�n,None,MEX-ADM2-1590546715-B126,MEX,ADM2,Mexico,Huitiupán,484,007039,7039,007
Oxchuc,None,MEX-ADM2-1590546715-B127,MEX,ADM2,Mexico,Oxchuc,484,007064,7064,007
Acala,None,MEX-ADM2-1590546715-B128,MEX,ADM2,Mexico,Acala,484,007002,7002,007
Motozintla,None,MEX-ADM2-1590546715-B129,MEX,ADM2,Mexico,Motozintla,484,007057,7057,007
Santiago el Pinar,None,MEX-ADM2-1590546715-B130,MEX,ADM2,Mexico,Santiago el Pinar,484,007119,7119,007
Pantelh�,None,MEX-ADM2-1590546715-B131,MEX,ADM2,Mexico,Pantelhó,484,007066,7066,007
Sunuapa,None,MEX-ADM2-1590546715-B132,MEX,ADM2,Mexico,Sunuapa,484,007088,7088,007
Chenalh�,None,MEX-ADM2-1590546715-B133,MEX,ADM2,Mexico,Chenalhó,484,007026,7026,007
Amatenango de la Frontera,None,MEX-ADM2-1590546715-B134,MEX,ADM2,Mexico,Amatenango de la Frontera,484,007006,7006,007
Escuintla,None,MEX-ADM2-1590546715-B135,MEX,ADM2,Mexico,Escuintla,484,007032,7032,007
Venustiano Carranza,None,MEX-ADM2-1590546715-B136,MEX,ADM2,Mexico,Venustiano Carranza,484,007106,7106,007
San Juan Cancuc,None,MEX-ADM2-1590546715-B137,MEX,ADM2,Mexico,San Juan Cancuc,484,007112,7112,007
Benem�rito de las Am�ricas,None,MEX-ADM2-1590546715-B138,MEX,ADM2,Mexico,Marqués de Comillas,484,007116,7116,007
Larr�inzar,None,MEX-ADM2-1590546715-B139,MEX,ADM2,Mexico,Larráinzar,484,007049,7049,007
La Concordia,None,MEX-ADM2-1590546715-B140,MEX,ADM2,Mexico,La Concordia,484,007020,7020,007
San Crist�bal de las Casas,None,MEX-ADM2-1590546715-B141,MEX,ADM2,Mexico,San Cristóbal de las Casas,484,007078,7078,007
San Fernando,None,MEX-ADM2-1590546715-B142,MEX,ADM2,Mexico,San Fernando,484,007079,7079,007
San Lucas,None,MEX-ADM2-1590546715-B143,MEX,ADM2,Mexico,San Lucas,484,007110,7110,007
Simojovel,None,MEX-ADM2-1590546715-B144,MEX,ADM2,Mexico,Simojovel,484,007081,7081,007
Huixt�n,None,MEX-ADM2-1590546715-B145,MEX,ADM2,Mexico,Huixtán,484,007038,7038,007
Uni�n Ju�rez,None,MEX-ADM2-1590546715-B146,MEX,ADM2,Mexico,Unión Juárez,484,007105,7105,007
Mitontic,None,MEX-ADM2-1590546715-B147,MEX,ADM2,Mexico,Mitontic,484,007056,7056,007
Pueblo Nuevo Solistahuac�n,None,MEX-ADM2-1590546715-B148,MEX,ADM2,Mexico,Pueblo Nuevo Solistahuacán,484,007072,7072,007
Ixtapa,None,MEX-ADM2-1590546715-B149,MEX,ADM2,Mexico,Ixtapa,484,007044,7044,007
Reforma,None,MEX-ADM2-1590546715-B150,MEX,ADM2,Mexico,Reforma,484,007074,7074,007
Tapachula,None,MEX-ADM2-1590546715-B151,MEX,ADM2,Mexico,Tapachula,484,007089,7089,007
Ju�rez,None,MEX-ADM2-1590546715-B152,MEX,ADM2,Mexico,Juárez,484,007048,7048,007
Acacoyagua,None,MEX-ADM2-1590546715-B153,MEX,ADM2,Mexico,Acacoyagua,484,007001,7001,007
Yajal�n,None,MEX-ADM2-1590546715-B154,MEX,ADM2,Mexico,Yajalón,484,007109,7109,007
Arriaga,None,MEX-ADM2-1590546715-B155,MEX,ADM2,Mexico,Arriaga,484,007009,7009,007
Las Margaritas,None,MEX-ADM2-1590546715-B156,MEX,ADM2,Mexico,Las Margaritas,484,007052,7052,007
Salto de Agua,None,MEX-ADM2-1590546715-B157,MEX,ADM2,Mexico,Salto de Agua,484,007077,7077,007
El Bosque,None,MEX-ADM2-1590546715-B158,MEX,ADM2,Mexico,El Bosque,484,007014,7014,007
Ocozocoautla de Espinosa,None,MEX-ADM2-1590546715-B159,MEX,ADM2,Mexico,Ocozocoautla de Espinosa,484,007061,7061,007
Francisco Le�n,None,MEX-ADM2-1590546715-B160,MEX,ADM2,Mexico,Francisco León,484,007033,7033,007
Tuxtla Guti�rrez,None,MEX-ADM2-1590546715-B161,MEX,ADM2,Mexico,Tuxtla Gutiérrez,484,007101,7101,007
Las Rosas,None,MEX-ADM2-1590546715-B162,MEX,ADM2,Mexico,Las Rosas,484,007075,7075,007
Bochil,None,MEX-ADM2-1590546715-B163,MEX,ADM2,Mexico,Bochil,484,007013,7013,007
Comit�n de Dom�nguez,None,MEX-ADM2-1590546715-B164,MEX,ADM2,Mexico,Comitán de Domínguez,484,007019,7019,007
Siltepec,None,MEX-ADM2-1590546715-B165,MEX,ADM2,Mexico,Siltepec,484,007080,7080,007
Socoltenango,None,MEX-ADM2-1590546715-B166,MEX,ADM2,Mexico,Socoltenango,484,007083,7083,007
Villa Corzo,None,MEX-ADM2-1590546715-B167,MEX,ADM2,Mexico,Villa Corzo,484,007107,7107,007
Tecpat�n,None,MEX-ADM2-1590546715-B168,MEX,ADM2,Mexico,Tecpatán,484,007092,7092,007
Amat�n,None,MEX-ADM2-1590546715-B169,MEX,ADM2,Mexico,Amatán,484,007005,7005,007
Soyal�,None,MEX-ADM2-1590546715-B170,MEX,ADM2,Mexico,Soyaló,484,007085,7085,007
Metapa,None,MEX-ADM2-1590546715-B171,MEX,ADM2,Mexico,Metapa,484,007055,7055,007
Chicomuselo,None,MEX-ADM2-1590546715-B172,MEX,ADM2,Mexico,Chicomuselo,484,007030,7030,007
Cacahoat�n,None,MEX-ADM2-1590546715-B173,MEX,ADM2,Mexico,Cacahoatán,484,007015,7015,007
Suchiapa,None,MEX-ADM2-1590546715-B174,MEX,ADM2,Mexico,Suchiapa,484,007086,7086,007
Ixtacomit�n,None,MEX-ADM2-1590546715-B175,MEX,ADM2,Mexico,Ixtacomitán,484,007043,7043,007
Coapilla,None,MEX-ADM2-1590546715-B176,MEX,ADM2,Mexico,Coapilla,484,007018,7018,007
Acapetahua,None,MEX-ADM2-1590546715-B177,MEX,ADM2,Mexico,Acapetahua,484,007003,7003,007
Tapilula,None,MEX-ADM2-1590546715-B178,MEX,ADM2,Mexico,Tapilula,484,007091,7091,007
Aldama,None,MEX-ADM2-1590546715-B179,MEX,ADM2,Mexico,Aldama,484,007113,7113,007
Sabanilla,None,MEX-ADM2-1590546715-B180,MEX,ADM2,Mexico,Sabanilla,484,007076,7076,007
Tuzant�n,None,MEX-ADM2-1590546715-B181,MEX,ADM2,Mexico,Tuzantán,484,007103,7103,007
Pantepec,None,MEX-ADM2-1590546715-B182,MEX,ADM2,Mexico,Pantepec,484,007067,7067,007
Villa Comaltitl�n,None,MEX-ADM2-1590546715-B183,MEX,ADM2,Mexico,Villa Comaltitlán,484,007071,7071,007
Frontera Comalapa,None,MEX-ADM2-1590546715-B184,MEX,ADM2,Mexico,Frontera Comalapa,484,007034,7034,007
Osumacinta,None,MEX-ADM2-1590546715-B185,MEX,ADM2,Mexico,Osumacinta,484,007063,7063,007
Chapultenango,None,MEX-ADM2-1590546715-B186,MEX,ADM2,Mexico,Chapultenango,484,007025,7025,007
Frontera Hidalgo,None,MEX-ADM2-1590546715-B187,MEX,ADM2,Mexico,Frontera Hidalgo,484,007035,7035,007
Tzimol,None,MEX-ADM2-1590546715-B188,MEX,ADM2,Mexico,Tzimol,484,007104,7104,007
La Grandeza,None,MEX-ADM2-1590546715-B189,MEX,ADM2,Mexico,La Grandeza,484,007036,7036,007
Sital�,None,MEX-ADM2-1590546715-B190,MEX,ADM2,Mexico,Sitalá,484,007082,7082,007
Chanal,None,MEX-ADM2-1590546715-B191,MEX,ADM2,Mexico,Chanal,484,007024,7024,007
Huehuet�n,None,MEX-ADM2-1590546715-B192,MEX,ADM2,Mexico,Huehuetán,484,007037,7037,007
Huixtla,None,MEX-ADM2-1590546715-B193,MEX,ADM2,Mexico,Huixtla,484,007040,7040,007
Tumbal�,None,MEX-ADM2-1590546715-B194,MEX,ADM2,Mexico,Tumbalá,484,007100,7100,007
Chiapa de Corzo,None,MEX-ADM2-1590546715-B195,MEX,ADM2,Mexico,Chiapa de Corzo,484,007027,7027,007
Solosuchiapa,None,MEX-ADM2-1590546715-B196,MEX,ADM2,Mexico,Solosuchiapa,484,007084,7084,007
Catazaj�,None,MEX-ADM2-1590546715-B197,MEX,ADM2,Mexico,Catazajá,484,007016,7016,007
Pichucalco,None,MEX-ADM2-1590546715-B198,MEX,ADM2,Mexico,Pichucalco,484,007068,7068,007
Satev�,None,MEX-ADM2-1590546715-B199,MEX,ADM2,Mexico,Satevó,484,008061,8061,008
Matamoros,None,MEX-ADM2-1590546715-B200,MEX,ADM2,Mexico,Matamoros,484,008044,8044,008
Aldama,None,MEX-ADM2-1590546715-B201,MEX,ADM2,Mexico,Aldama,484,008002,8002,008
Nuevo Casas Grandes,None,MEX-ADM2-1590546715-B202,MEX,ADM2,Mexico,Nuevo Casas Grandes,484,008050,8050,008
Coyame del Sotol,None,MEX-ADM2-1590546715-B203,MEX,ADM2,Mexico,Coyame del Sotol,484,008015,8015,008
Namiquipa,None,MEX-ADM2-1590546715-B204,MEX,ADM2,Mexico,Namiquipa,484,008048,8048,008
Saucillo,None,MEX-ADM2-1590546715-B205,MEX,ADM2,Mexico,Saucillo,484,008062,8062,008
Ojinaga,None,MEX-ADM2-1590546715-B206,MEX,ADM2,Mexico,Ojinaga,484,008052,8052,008
Urique,None,MEX-ADM2-1590546715-B207,MEX,ADM2,Mexico,Urique,484,008065,8065,008
Allende,None,MEX-ADM2-1590546715-B208,MEX,ADM2,Mexico,Allende,484,008003,8003,008
Rosario,None,MEX-ADM2-1590546715-B209,MEX,ADM2,Mexico,Rosario,484,008056,8056,008
Janos,None,MEX-ADM2-1590546715-B210,MEX,ADM2,Mexico,Janos,484,008035,8035,008
Jim�nez,None,MEX-ADM2-1590546715-B211,MEX,ADM2,Mexico,Jiménez,484,008036,8036,008
Morelos,None,MEX-ADM2-1590546715-B212,MEX,ADM2,Mexico,Morelos,484,008046,8046,008
Hidalgo del Parral,None,MEX-ADM2-1590546715-B213,MEX,ADM2,Mexico,Hidalgo del Parral,484,008032,8032,008
Buenaventura,None,MEX-ADM2-1590546715-B214,MEX,ADM2,Mexico,Buenaventura,484,008010,8010,008
Guazapares,None,MEX-ADM2-1590546715-B215,MEX,ADM2,Mexico,Guazapares,484,008030,8030,008
Moris,None,MEX-ADM2-1590546715-B216,MEX,ADM2,Mexico,Moris,484,008047,8047,008
Maguarichi,None,MEX-ADM2-1590546715-B217,MEX,ADM2,Mexico,Maguarichi,484,008041,8041,008
Chihuahua,None,MEX-ADM2-1590546715-B218,MEX,ADM2,Mexico,Chihuahua,484,008019,8019,008
Nonoava,None,MEX-ADM2-1590546715-B219,MEX,ADM2,Mexico,Nonoava,484,008049,8049,008
Guadalupe y Calvo,None,MEX-ADM2-1590546715-B220,MEX,ADM2,Mexico,Guadalupe y Calvo,484,008029,8029,008
La Cruz,None,MEX-ADM2-1590546715-B221,MEX,ADM2,Mexico,La Cruz,484,008016,8016,008
Valle de Zaragoza,None,MEX-ADM2-1590546715-B222,MEX,ADM2,Mexico,Valle de Zaragoza,484,008067,8067,008
Coronado,None,MEX-ADM2-1590546715-B223,MEX,ADM2,Mexico,Coronado,484,008014,8014,008
Guadalupe,None,MEX-ADM2-1590546715-B224,MEX,ADM2,Mexico,Guadalupe,484,008028,8028,008
Casas Grandes,None,MEX-ADM2-1590546715-B225,MEX,ADM2,Mexico,Casas Grandes,484,008013,8013,008
Balleza,None,MEX-ADM2-1590546715-B226,MEX,ADM2,Mexico,Balleza,484,008007,8007,008
Ahumada,None,MEX-ADM2-1590546715-B227,MEX,ADM2,Mexico,Ahumada,484,008001,8001,008
Ignacio Zaragoza,None,MEX-ADM2-1590546715-B228,MEX,ADM2,Mexico,Ignacio Zaragoza,484,008034,8034,008
Uruachi,None,MEX-ADM2-1590546715-B229,MEX,ADM2,Mexico,Uruachi,484,008066,8066,008
San Francisco de Conchos,None,MEX-ADM2-1590546715-B230,MEX,ADM2,Mexico,San Francisco de Conchos,484,008058,8058,008
El Tule,None,MEX-ADM2-1590546715-B231,MEX,ADM2,Mexico,El Tule,484,008064,8064,008
Camargo,None,MEX-ADM2-1590546715-B232,MEX,ADM2,Mexico,Camargo,484,008011,8011,008
Riva Palacio,None,MEX-ADM2-1590546715-B233,MEX,ADM2,Mexico,Riva Palacio,484,008054,8054,008
Julimes,None,MEX-ADM2-1590546715-B234,MEX,ADM2,Mexico,Julimes,484,008038,8038,008
Rosales,None,MEX-ADM2-1590546715-B235,MEX,ADM2,Mexico,Rosales,484,008055,8055,008
Carich�,None,MEX-ADM2-1590546715-B236,MEX,ADM2,Mexico,Carichí,484,008012,8012,008
Delicias,None,MEX-ADM2-1590546715-B237,MEX,ADM2,Mexico,Delicias,484,008021,8021,008
Matach�,None,MEX-ADM2-1590546715-B238,MEX,ADM2,Mexico,Matachí,484,008043,8043,008
Aquiles Serd�n,None,MEX-ADM2-1590546715-B239,MEX,ADM2,Mexico,Aquiles Serdán,484,008004,8004,008
Guachochi,None,MEX-ADM2-1590546715-B240,MEX,ADM2,Mexico,Guachochi,484,008027,8027,008
Dr. Belisario Dom�nguez,None,MEX-ADM2-1590546715-B241,MEX,ADM2,Mexico,Dr. Belisario Domínguez,484,008022,8022,008
Batopilas,None,MEX-ADM2-1590546715-B242,MEX,ADM2,Mexico,Batopilas,484,008008,8008,008
Bocoyna,None,MEX-ADM2-1590546715-B243,MEX,ADM2,Mexico,Bocoyna,484,008009,8009,008
Tem�sachic,None,MEX-ADM2-1590546715-B244,MEX,ADM2,Mexico,Temósachic,484,008063,8063,008
